,Suburb,Address,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Year,Month,Day,Weekday,Week
2045,81,11758,3,0,700000.0,1,155,9.2,3058.0,3.0,1.0,2.0,626.0,108.0,1950.0,23,-37.7201,144.9696,2,3445.0,2016,5,7,5,18
2046,81,4038,4,0,735000.0,3,155,9.2,3058.0,4.0,2.0,2.0,302.0,71.49830984904054,0.0,23,-37.7271,144.9842,2,3445.0,2016,11,7,0,45
2047,81,6639,2,1,591000.0,1,155,9.2,3058.0,2.0,1.0,1.0,0.0,86.0,2008.0,23,-37.721,144.9527,2,3445.0,2016,11,7,0,45
2048,81,3475,3,0,860000.0,1,155,9.2,3058.0,2.0,1.0,3.0,586.0,145.0,1950.0,23,-37.7205,144.9659,2,3445.0,2016,10,8,5,40
2049,81,8613,2,0,765000.0,1,127,9.2,3058.0,2.0,1.0,2.0,563.0,116.0,1925.0,23,-37.723,144.96,2,3445.0,2016,10,8,5,40
2050,81,2348,3,0,625000.0,1,155,9.2,3058.0,3.0,1.0,2.0,104.0,138.0,2014.0,23,-37.7307,144.9826,2,3445.0,2016,9,10,5,36
2051,81,31,2,0,745000.0,3,194,9.2,3058.0,2.0,1.0,3.0,526.0,90.0,1940.0,23,-37.732,144.9832,2,3445.0,2016,12,10,5,49
2052,81,4046,4,0,1050000.0,0,106,9.2,3058.0,4.0,3.0,2.0,501.0,258.0,2016.0,23,-37.7266,144.9823,2,3445.0,2016,12,10,5,49
2053,81,5657,3,0,782000.0,1,16,9.2,3058.0,3.0,1.0,3.0,576.0,136.36763732797135,0.0,23,-37.7269,144.9654,2,3445.0,2017,3,11,5,10
2054,81,3426,2,0,935000.0,1,72,9.2,3058.0,2.0,1.0,2.0,833.0,107.0,1960.0,23,-37.7297,144.9654,2,3445.0,2016,11,12,5,45
2055,81,13000,4,0,1009000.0,1,196,9.2,3058.0,4.0,1.0,2.0,590.0,139.6821285130262,1950.0,23,-37.7197,144.9585,2,3445.0,2016,11,12,5,45
2056,81,137,2,0,820000.0,3,155,9.2,3058.0,2.0,1.0,4.0,629.0,120.0,1960.0,23,-37.7276,144.9688,2,3445.0,2016,11,12,5,45
2057,81,9961,3,0,780000.0,1,155,9.2,3058.0,3.0,1.0,2.0,307.0,96.0,1950.0,23,-37.7215,144.9533,2,3445.0,2016,11,12,5,45
2058,81,6051,3,0,707000.0,1,28,9.2,3058.0,3.0,2.0,3.0,556.0,129.0,1950.0,23,-37.7305,144.9605,2,3445.0,2016,8,13,5,32
2059,81,3264,3,0,772000.0,1,155,9.2,3058.0,3.0,1.0,1.0,367.0,86.88701892250953,0.0,23,-37.728,144.963,2,3445.0,2016,10,15,5,41
2060,81,9565,3,0,745000.0,1,194,9.2,3058.0,3.0,1.0,3.0,473.0,111.98245218078202,0.0,23,-37.7316,144.9789,2,3445.0,2017,3,18,5,11
2061,81,4593,2,2,532500.0,1,28,9.2,3058.0,2.0,1.0,1.0,168.0,84.0,1970.0,23,-37.73,144.9629,2,3445.0,2017,3,18,5,11
2062,81,3741,3,0,750000.0,1,260,9.2,3058.0,3.0,2.0,2.0,310.0,73.39230481192902,0.0,23,-37.7305,144.9809,2,3445.0,2017,3,18,5,11
2063,81,6647,3,0,815000.0,1,196,9.2,3058.0,3.0,2.0,2.0,376.0,89.01776325575908,0.0,23,-37.7295,144.982,2,3445.0,2016,6,18,5,24
2064,81,2173,3,0,637000.0,1,28,9.2,3058.0,3.0,1.0,4.0,498.0,97.0,1950.0,23,-37.7323,144.9833,2,3445.0,2016,6,18,5,24
2065,81,2802,4,0,950000.0,1,260,9.2,3058.0,4.0,2.0,2.0,298.0,231.0,2013.0,23,-37.7308,144.9836,2,3445.0,2016,6,18,5,24
2066,81,4190,3,0,780000.0,1,260,9.2,3058.0,3.0,1.0,2.0,677.0,160.27932373443855,0.0,23,-37.7297,144.9648,2,3445.0,2016,6,18,5,24
2067,81,6739,3,0,860000.0,0,106,9.2,3058.0,3.0,2.0,3.0,472.0,134.0,1970.0,23,-37.734,144.9728,2,3445.0,2016,11,19,5,46
2068,81,6299,5,0,1172000.0,1,196,9.2,3058.0,5.0,3.0,2.0,425.0,37.0,2014.0,23,-37.7302,144.9816,2,3445.0,2016,11,19,5,46
2069,81,11489,2,0,530000.0,1,194,9.2,3058.0,2.0,1.0,1.0,332.0,78.60079095987237,0.0,23,-37.7187,144.9564,2,3445.0,2016,8,22,0,34
2070,81,5168,2,1,570000.0,1,196,9.2,3058.0,2.0,2.0,2.0,186.0,132.6713286713287,0.0,23,-37.7263,144.9843,2,3445.0,2016,4,23,5,16
2071,81,2826,3,0,2000000.0,1,196,9.2,3058.0,4.0,1.0,1.0,973.0,230.3571373613127,2006.0,23,-37.7284,144.9843,2,3445.0,2016,9,24,5,38
2072,81,11388,3,0,650000.0,3,16,9.2,3058.0,3.0,1.0,1.0,407.0,95.0,1930.0,6,-37.7351,144.9833,2,3445.0,2017,2,25,5,8
2073,81,5840,4,0,792000.0,3,106,9.2,3058.0,4.0,2.0,1.0,320.0,131.0,1950.0,23,-37.7242,144.9612,2,3445.0,2016,7,26,1,30
2074,81,9473,3,0,720000.0,1,155,9.2,3058.0,3.0,1.0,2.0,499.0,105.0,1970.0,23,-37.7236,144.9576,2,3445.0,2016,7,26,1,30
2075,81,4124,3,0,970000.0,1,106,9.2,3058.0,3.0,1.0,2.0,575.0,129.0,1960.0,23,-37.7307,144.9704,2,3445.0,2016,11,27,6,47
2076,82,11583,2,1,750000.0,1,106,1.6,3066.0,2.0,1.0,1.0,115.0,115.0,0.0,31,-37.7968,144.9891,2,4553.0,2016,9,3,5,35
2077,82,2454,2,0,890000.0,1,117,1.6,3066.0,2.0,1.0,1.0,178.0,70.0,1900.0,31,-37.7974,144.9915,2,4553.0,2016,9,3,5,35
2078,82,1186,2,2,1260000.0,1,106,1.6,3066.0,2.0,1.0,1.0,0.0,129.0,1900.0,31,-37.8042,144.9845,2,4553.0,2016,9,3,5,35
2079,82,4920,2,2,855000.0,1,155,1.6,3066.0,2.0,1.0,1.0,2886.0,122.0,1830.0,31,-37.8042,144.9845,2,4553.0,2016,9,3,5,35
2080,82,5040,3,0,1260000.0,1,106,1.6,3066.0,3.0,1.0,0.0,167.0,96.1861878258419,1900.0,31,-37.7962,144.9866,2,4553.0,2016,12,3,5,48
2081,82,11452,2,0,1320000.0,1,155,1.6,3066.0,2.0,2.0,1.0,0.0,150.0,0.0,31,-37.7969,144.9885,2,4553.0,2017,3,4,5,9
2082,82,13247,2,0,1430000.0,1,106,1.6,3066.0,2.0,1.0,0.0,231.0,133.04796040580527,0.0,31,-37.7969,144.9905,2,4553.0,2017,3,4,5,9
2083,82,3040,3,1,1125000.0,3,155,1.6,3066.0,3.0,2.0,2.0,0.0,151.0,2000.0,31,-37.8083,144.9908,2,4553.0,2017,3,4,5,9
2084,82,8724,3,2,950000.0,1,106,1.6,3066.0,3.0,2.0,1.0,15900.0,inf,2007.0,31,-37.8035,144.985,2,4553.0,2017,3,4,5,9
2085,82,11175,2,2,910000.0,1,106,1.6,3066.0,2.0,1.0,1.0,0.0,97.0,1880.0,31,-37.8035,144.985,2,4553.0,2017,3,4,5,9
2086,82,13105,1,2,452000.0,3,106,1.6,3066.0,1.0,1.0,1.0,816.0,53.0,2000.0,31,-37.802,144.9848,2,4553.0,2017,3,4,5,9
2087,82,7467,1,2,440000.0,4,49,1.6,3066.0,1.0,1.0,1.0,2773.0,inf,2010.0,31,-37.802,144.9854,2,4553.0,2017,3,4,5,9
2088,82,1693,1,2,415000.0,3,23,1.6,3066.0,1.0,1.0,1.0,3701.0,62.0,2005.0,31,-37.809,144.9911,2,4553.0,2016,11,7,0,45
2089,82,5015,2,0,1015000.0,1,155,1.6,3066.0,2.0,1.0,0.0,117.0,67.38792799774552,0.0,31,-37.7948,144.9861,2,4553.0,2016,10,8,5,40
2090,82,7473,1,2,372000.0,3,255,1.6,3066.0,1.0,1.0,1.0,0.0,65.0,2005.0,31,-37.809,144.9911,2,4553.0,2016,10,8,5,40
2091,82,10191,3,2,1326000.0,1,155,1.6,3066.0,3.0,2.0,1.0,0.0,190.0,2013.0,31,-37.8032,144.9842,2,4553.0,2016,10,8,5,40
2092,82,2458,3,1,910000.0,1,106,1.6,3066.0,3.0,1.0,1.0,171.0,171.0,0.0,31,-37.8006,144.9925,2,4553.0,2016,9,10,5,36
2093,82,883,2,0,1230000.0,1,106,1.6,3066.0,2.0,2.0,1.0,0.0,153.0,1920.0,31,-37.8042,144.9845,2,4553.0,2017,2,11,5,6
2094,82,8291,2,0,855000.0,1,106,1.6,3066.0,2.0,1.0,0.0,130.0,80.0,1890.0,31,-37.7953,144.9882,2,4553.0,2016,11,12,5,45
2095,82,8691,1,2,457000.0,1,106,1.6,3066.0,1.0,1.0,1.0,406.0,49.0,1970.0,31,-37.796,144.9911,2,4553.0,2016,8,13,5,32
2096,82,817,3,1,897500.0,1,106,1.6,3066.0,3.0,2.0,1.0,82.0,82.0,1995.0,31,-37.7961,144.9873,2,4553.0,2016,5,14,5,19
2097,82,6323,2,2,865000.0,0,23,1.6,3066.0,2.0,2.0,1.0,0.0,84.0,0.0,31,-37.8035,144.985,2,4553.0,2016,5,14,5,19
2098,82,12724,2,0,1265000.0,1,106,1.6,3066.0,3.0,1.0,1.0,282.0,112.0,1920.0,31,-37.7985,144.9883,2,4553.0,2016,5,14,5,19
2099,82,3674,2,0,1260000.0,1,178,1.6,3066.0,2.0,1.0,2.0,116.0,66.8119628011836,0.0,31,-37.8067,144.984,2,4553.0,2016,10,15,5,41
2100,82,12760,3,0,1075000.0,1,260,1.6,3066.0,3.0,1.0,0.0,183.0,104.0,1880.0,31,-37.7948,144.9875,2,4553.0,2016,4,16,5,15
2101,82,8288,3,2,1470000.0,1,155,1.6,3066.0,3.0,2.0,2.0,0.0,84.0,0.0,31,-37.8037,144.9846,2,4553.0,2016,4,16,5,15
2102,82,4406,1,2,366000.0,1,255,1.6,3066.0,1.0,1.0,1.0,0.0,44.0,1970.0,31,-37.796,144.9911,2,4553.0,2016,7,16,5,28
2103,82,3058,1,2,461000.0,3,106,1.6,3066.0,1.0,1.0,1.0,0.0,84.0,0.0,31,-37.8035,144.985,2,4553.0,2016,7,16,5,28
2104,82,10855,2,0,981000.0,1,106,1.6,3066.0,2.0,1.0,0.0,188.0,107.0,1900.0,31,-37.7964,144.9923,2,4553.0,2016,9,17,5,37
2105,82,1184,2,2,683000.0,1,23,1.6,3066.0,2.0,1.0,1.0,0.0,92.0,1900.0,31,-37.8035,144.985,2,4553.0,2016,9,17,5,37
2106,82,13342,3,0,1470000.0,1,106,1.6,3066.0,3.0,2.0,0.0,150.0,86.39477948428913,0.0,31,-37.7968,144.9924,2,4553.0,2017,3,18,5,11
2107,82,3812,2,0,670000.0,1,106,1.6,3066.0,2.0,1.0,0.0,118.0,67.96389319430746,0.0,31,-37.7976,144.993,2,4553.0,2017,3,18,5,11
2108,82,1366,1,2,430000.0,4,106,1.6,3066.0,1.0,1.0,1.0,0.0,52.0,0.0,31,-37.8019,144.9845,2,4553.0,2017,3,18,5,11
2109,82,10071,2,2,515000.0,1,178,1.6,3066.0,2.0,1.0,1.0,816.0,inf,2007.0,31,-37.802,144.9848,2,4553.0,2017,3,18,5,11
2110,82,9815,2,0,1000000.0,3,178,1.6,3066.0,2.0,1.0,2.0,159.0,86.0,1880.0,31,-37.7962,144.9887,2,4553.0,2016,11,19,5,46
2111,82,4839,3,1,887500.0,1,178,1.6,3066.0,3.0,2.0,1.0,81.0,82.0,2000.0,31,-37.7961,144.9874,2,4553.0,2016,5,22,6,20
2112,82,1149,2,2,713500.0,1,106,1.6,3066.0,2.0,2.0,1.0,1060.0,88.0,2010.0,31,-37.7954,144.9868,2,4553.0,2016,8,22,0,34
2113,82,12641,3,2,1500000.0,1,106,1.6,3066.0,2.0,2.0,2.0,0.0,159.0,1920.0,31,-37.8042,144.9845,2,4553.0,2016,8,22,0,34
2114,82,10172,2,2,672000.0,1,106,1.6,3066.0,2.0,1.0,1.0,0.0,60.0,2002.0,31,-37.8046,144.984,2,4553.0,2016,9,24,5,38
2115,82,7576,2,2,1215000.0,1,106,1.6,3066.0,3.0,2.0,1.0,0.0,84.0,1895.0,31,-37.8035,144.985,2,4553.0,2016,9,24,5,38
2116,82,12522,2,2,800000.0,4,155,1.6,3066.0,2.0,1.0,1.0,0.0,91.0,1900.0,31,-37.8026,144.9848,2,4553.0,2017,2,25,5,8
2117,82,2022,2,2,1645000.0,1,155,1.6,3066.0,4.0,1.0,3.0,0.0,2.0,1890.0,31,-37.8046,144.9858,2,4553.0,2016,5,28,5,21
2118,82,12529,2,2,450000.0,1,23,1.6,3066.0,2.0,1.0,1.0,0.0,84.0,1970.0,31,-37.7988,144.9912,2,4553.0,2016,5,28,5,21
2119,82,6573,2,2,860000.0,0,106,1.6,3066.0,2.0,2.0,1.0,0.0,114.0,1920.0,31,-37.8035,144.985,2,4553.0,2016,7,30,5,30
2120,103,7704,4,0,1924500.0,1,16,13.9,3108.0,4.0,4.0,2.0,1157.0,272.6767567567568,2006.0,15,-37.7779,145.127,0,9028.0,2016,9,3,5,35
2121,103,4528,2,2,492500.0,1,16,13.9,3108.0,2.0,1.0,1.0,65.0,50.43581354312183,1975.0,15,-37.7887,145.1438,0,9028.0,2016,9,3,5,35
2122,103,9801,3,0,1403000.0,1,16,13.9,3108.0,3.0,1.0,4.0,727.0,123.0,1970.0,15,-37.7942,145.1218,0,9028.0,2016,12,3,5,48
2123,103,5018,4,0,1408000.0,1,106,13.9,3108.0,4.0,2.0,0.0,725.0,170.86486486486487,0.0,15,-37.7891,145.1073,0,9028.0,2016,12,3,5,48
2124,103,8328,4,1,855000.0,1,16,13.9,3108.0,4.0,2.0,2.0,242.0,197.87058823529412,0.0,15,-37.7915,145.1258,0,9028.0,2016,12,3,5,48
2125,103,3901,3,0,1450000.0,0,16,13.9,3108.0,3.0,1.0,1.0,638.0,115.0,1970.0,15,-37.7912,145.1248,0,9028.0,2016,12,3,5,48
2126,103,9590,5,0,1461800.0,3,106,13.9,3108.0,5.0,2.0,2.0,660.0,155.54594594594596,0.0,15,-37.7791,145.1328,0,9028.0,2016,12,3,5,48
2127,103,7801,4,0,1396000.0,1,16,13.9,3108.0,4.0,1.0,2.0,658.0,138.0,1975.0,15,-37.7827,145.1358,0,9028.0,2016,12,3,5,48
2128,103,1951,5,0,1535000.0,0,196,13.9,3108.0,5.0,3.0,2.0,681.0,160.49513513513514,0.0,15,-37.7722,145.1309,0,9028.0,2017,3,4,5,9
2129,103,4249,3,0,1125000.0,4,260,13.9,3108.0,3.0,2.0,2.0,819.0,173.0,1970.0,15,-37.781,145.1036,0,9028.0,2017,3,4,5,9
2130,103,12580,3,2,700000.0,0,16,13.9,3108.0,3.0,2.0,2.0,0.0,119.0,2007.0,15,-37.7862,145.1235,0,9028.0,2016,6,4,5,22
2131,103,4083,4,0,1152000.0,1,106,13.9,3108.0,4.0,2.0,2.0,336.0,176.0,2007.0,15,-37.794,145.1178,0,9028.0,2016,8,6,5,31
2132,103,9772,4,0,1868000.0,1,260,13.9,3108.0,3.0,2.0,2.0,925.0,218.0,1960.0,15,-37.7869,145.1183,0,9028.0,2016,5,7,5,18
2133,103,12046,3,0,920000.0,0,196,13.9,3108.0,4.0,3.0,3.0,655.0,154.36756756756756,0.0,15,-37.7798,145.1319,0,9028.0,2016,5,7,5,18
2134,103,5525,4,0,1050000.0,0,16,13.9,3108.0,4.0,2.0,2.0,317.0,194.0,1995.0,15,-37.7815,145.1279,0,9028.0,2016,5,7,5,18
2135,103,7153,3,2,910000.0,1,16,13.9,3108.0,3.0,2.0,2.0,299.0,135.0,2001.0,15,-37.7929,145.1338,0,9028.0,2016,11,7,0,45
2136,103,6782,3,0,1850000.0,1,106,13.9,3108.0,3.0,1.0,2.0,1073.0,143.0,1960.0,15,-37.7772,145.1157,0,9028.0,2016,11,7,0,45
2137,103,9153,4,0,1225000.0,1,196,13.9,3108.0,4.0,3.0,2.0,740.0,185.0,1985.0,15,-37.7912,145.1127,0,9028.0,2016,11,7,0,45
2138,103,7798,4,0,1316000.0,1,106,13.9,3108.0,4.0,2.0,2.0,716.0,155.0,1965.0,15,-37.778,145.1173,0,9028.0,2016,11,7,0,45
2139,103,11040,2,2,400000.0,4,210,13.9,3108.0,2.0,1.0,2.0,0.0,84.0,0.0,15,-37.7868,145.1223,0,9028.0,2016,10,8,5,40
2140,103,8054,5,0,1400000.0,1,106,13.9,3108.0,5.0,3.0,2.0,656.0,320.0,1985.0,15,-37.7752,145.1317,0,9028.0,2016,10,8,5,40
2141,103,9699,5,0,2168000.0,1,16,13.9,3108.0,5.0,5.0,2.0,669.0,395.0,2016.0,15,-37.7808,145.1185,0,9028.0,2016,9,10,5,36
2142,103,7959,4,0,1430000.0,1,106,13.9,3108.0,4.0,2.0,2.0,655.0,170.0,1970.0,15,-37.782,145.1194,0,9028.0,2016,12,10,5,49
2143,103,8471,4,0,1250000.0,0,16,13.9,3108.0,4.0,2.0,2.0,780.0,183.82702702702704,0.0,15,-37.7955,145.139,0,9028.0,2016,12,10,5,49
2144,103,10122,3,2,772000.0,1,16,13.9,3108.0,3.0,2.0,1.0,203.0,109.0,1986.0,15,-37.7776,145.1267,0,9028.0,2016,12,10,5,49
2145,103,91,4,0,2000000.0,1,16,13.9,3108.0,4.0,3.0,2.0,507.0,119.48756756756757,0.0,15,-37.7738,145.1308,0,9028.0,2016,12,10,5,49
2146,103,994,3,0,1300000.0,1,16,13.9,3108.0,3.0,1.0,2.0,657.0,154.83891891891892,0.0,15,-37.7946,145.1375,0,9028.0,2017,3,11,5,10
2147,103,6375,4,0,1468000.0,1,196,13.9,3108.0,4.0,2.0,2.0,806.0,170.0,1975.0,15,-37.7939,145.1392,0,9028.0,2016,11,12,5,45
2148,103,12964,3,0,1275000.0,0,16,13.9,3108.0,3.0,1.0,1.0,720.0,169.6864864864865,1960.0,15,-37.79,145.1309,0,9028.0,2016,11,12,5,45
2149,103,4203,4,0,1200000.0,1,1,13.9,3108.0,4.0,1.0,2.0,657.0,154.83891891891892,0.0,15,-37.7856,145.1374,0,9028.0,2016,11,12,5,45
2150,103,7147,3,2,655000.0,3,106,13.9,3108.0,3.0,2.0,2.0,0.0,84.0,0.0,15,-37.7826,145.1274,0,9028.0,2016,11,12,5,45
2151,103,9130,3,0,1310000.0,1,60,13.9,3108.0,3.0,1.0,2.0,1157.0,272.6767567567568,2006.0,15,-37.7934,145.1336,0,9028.0,2016,8,13,5,32
2152,103,245,4,2,753000.0,1,16,13.9,3108.0,3.0,1.0,1.0,241.0,105.0,1970.0,15,-37.7743,145.1093,0,9028.0,2016,8,13,5,32
2153,103,3570,4,0,1250000.0,3,73,13.9,3108.0,4.0,2.0,3.0,767.0,180.76324324324324,1963.0,15,-37.7735,145.1044,0,9028.0,2016,5,14,5,19
2154,103,12218,2,0,1140000.0,1,16,13.9,3108.0,3.0,1.0,1.0,679.0,160.02378378378378,1960.0,15,-37.7915,145.1224,0,9028.0,2016,5,14,5,19
2155,103,9107,3,0,1180000.0,1,16,13.9,3108.0,3.0,1.0,2.0,657.0,154.83891891891892,0.0,15,-37.7807,145.1193,0,9028.0,2016,10,15,5,41
2156,103,3859,3,1,746000.0,1,260,13.9,3108.0,3.0,2.0,2.0,118.0,106.0,2013.0,15,-37.7863,145.106,0,9028.0,2016,10,15,5,41
2157,103,3893,3,0,1485000.0,1,16,13.9,3108.0,3.0,2.0,2.0,731.0,140.0,1960.0,15,-37.7892,145.131,0,9028.0,2016,4,16,5,15
2158,103,5501,3,0,1190000.0,1,196,13.9,3108.0,3.0,1.0,1.0,658.0,140.0,1960.0,15,-37.7816,145.1066,0,9028.0,2016,4,16,5,15
2159,103,7534,3,0,900000.0,0,196,13.9,3108.0,2.0,2.0,2.0,366.0,150.0,2013.0,15,-37.792,145.1077,0,9028.0,2016,7,16,5,28
2160,103,8433,3,0,1250000.0,0,106,13.9,3108.0,3.0,2.0,1.0,728.0,150.0,1965.0,15,-37.7813,145.1318,0,9028.0,2016,9,17,5,37
2161,103,4223,3,0,1030000.0,1,196,13.9,3108.0,3.0,1.0,1.0,827.0,100.0,1960.0,15,-37.7848,145.1029,0,9028.0,2016,9,17,5,37
2162,103,8981,4,1,985000.0,1,73,13.9,3108.0,4.0,2.0,2.0,182.0,160.0,1998.0,15,-37.7888,145.138,0,9028.0,2017,3,18,5,11
2163,103,2931,3,0,1300000.0,1,106,13.9,3108.0,3.0,1.0,2.0,651.0,119.0,1970.0,15,-37.7827,145.1051,0,9028.0,2017,3,18,5,11
2164,103,234,2,2,522500.0,1,161,13.9,3108.0,2.0,1.0,1.0,145.0,112.51066098081024,0.0,15,-37.7874,145.1043,0,9028.0,2016,6,18,5,24
2165,103,10957,5,0,1510000.0,0,16,13.9,3108.0,4.0,2.0,2.0,659.0,155.31027027027028,0.0,15,-37.7903,145.1107,0,9028.0,2016,6,18,5,24
2166,103,9245,4,0,1460000.0,3,174,13.9,3108.0,4.0,2.0,2.0,840.0,197.96756756756758,1940.0,15,-37.78,145.1145,0,9028.0,2016,6,18,5,24
2167,103,7420,3,0,958000.0,1,174,13.9,3108.0,3.0,2.0,2.0,0.0,150.0,0.0,15,-37.7814,145.1273,0,9028.0,2016,6,18,5,24
2168,103,9543,4,0,1462500.0,1,179,13.9,3108.0,4.0,3.0,2.0,654.0,160.0,1969.0,15,-37.7795,145.1294,0,9028.0,2016,6,18,5,24
2169,103,7955,3,0,1430000.0,1,16,13.9,3108.0,3.0,1.0,2.0,811.0,191.13297297297296,1970.0,15,-37.7927,145.1386,0,9028.0,2016,11,19,5,46
2170,103,7741,4,1,1350000.0,0,16,13.9,3108.0,4.0,3.0,2.0,711.0,581.3470588235294,1960.0,15,-37.7887,145.1086,0,9028.0,2016,11,19,5,46
2171,103,5843,3,0,1250000.0,0,73,13.9,3108.0,3.0,2.0,2.0,900.0,195.0,1970.0,15,-37.7902,145.1344,0,9028.0,2016,11,19,5,46
2172,103,11794,4,0,1460800.0,3,106,13.9,3108.0,4.0,3.0,2.0,654.0,305.0,1970.0,15,-37.7856,145.1088,0,9028.0,2016,11,19,5,46
2173,103,3744,3,0,1152500.0,1,16,13.9,3108.0,3.0,2.0,2.0,648.0,129.0,1980.0,15,-37.7798,145.1368,0,9028.0,2016,11,19,5,46
2174,103,9887,5,0,1650000.0,4,106,13.9,3108.0,5.0,4.0,2.0,500.0,429.0,2007.0,15,-37.7863,145.1105,0,9028.0,2016,5,22,6,20
2175,103,12952,3,0,1474000.0,1,16,13.9,3108.0,4.0,2.0,2.0,753.0,177.46378378378378,0.0,15,-37.7753,145.1114,0,9028.0,2016,8,22,0,34
2176,103,7242,3,2,800000.0,0,16,13.9,3108.0,3.0,2.0,2.0,267.0,207.17480332328506,1991.0,15,-37.7882,145.1315,0,9028.0,2016,8,22,0,34
2177,103,12136,3,0,1391000.0,1,196,13.9,3108.0,3.0,1.0,1.0,764.0,175.0,1965.0,15,-37.7934,145.1207,0,9028.0,2016,4,23,5,16
2178,103,8752,2,2,452000.0,1,174,13.9,3108.0,2.0,1.0,1.0,67.0,68.0,1975.0,15,-37.7887,145.1436,0,9028.0,2016,4,23,5,16
2179,103,10000,5,0,1322000.0,1,106,13.9,3108.0,5.0,1.0,0.0,729.0,171.80756756756756,0.0,15,-37.7932,145.1123,0,9028.0,2016,9,24,5,38
2180,103,6920,3,1,1102200.0,3,106,13.9,3108.0,3.0,2.0,2.0,233.0,175.0,2012.0,15,-37.7881,145.1371,0,9028.0,2017,2,25,5,8
2181,103,8212,4,0,1401000.0,1,193,13.9,3108.0,4.0,3.0,2.0,650.0,261.0,1970.0,15,-37.7785,145.1212,0,9028.0,2017,2,25,5,8
2182,103,9959,4,0,1782000.0,1,16,13.9,3108.0,4.0,3.0,3.0,586.0,306.0,2002.0,15,-37.7739,145.1287,0,9028.0,2017,2,25,5,8
2183,103,480,3,2,735000.0,1,196,13.9,3108.0,3.0,1.0,1.0,302.0,234.33254907727377,2006.0,15,-37.7809,145.1061,0,9028.0,2016,7,26,1,30
2184,103,1955,4,0,1520000.0,1,16,13.9,3108.0,4.0,3.0,2.0,657.0,275.0,2010.0,15,-37.7954,145.1379,0,9028.0,2016,7,26,1,30
2185,103,8429,3,0,990000.0,1,16,13.9,3108.0,2.0,1.0,1.0,746.0,175.81405405405405,0.0,15,-37.7933,145.1417,0,9028.0,2016,6,27,0,26
2186,103,3212,3,0,1020000.0,0,260,13.9,3108.0,3.0,1.0,2.0,725.0,170.86486486486487,0.0,15,-37.7945,145.1172,0,9028.0,2016,6,27,0,26
2187,103,2547,3,0,878000.0,1,16,13.9,3108.0,3.0,2.0,2.0,0.0,163.0,2001.0,15,-37.7901,145.1341,0,9028.0,2016,6,27,0,26
2188,103,6932,4,1,973500.0,1,196,13.9,3108.0,4.0,2.0,2.0,234.0,160.0,2009.0,15,-37.7932,145.1275,0,9028.0,2016,11,27,6,47
2189,103,3822,3,2,751800.0,3,106,13.9,3108.0,3.0,1.0,2.0,109.0,120.0,2001.0,15,-37.7749,145.1138,0,9028.0,2016,11,27,6,47
2190,103,12395,3,0,1100000.0,4,237,13.9,3108.0,3.0,2.0,2.0,771.0,169.0,1960.0,15,-37.7765,145.11700000000005,0,9028.0,2016,11,27,6,47
2191,103,8382,3,0,1202000.0,1,16,13.9,3108.0,3.0,2.0,2.0,649.0,150.0,1965.0,15,-37.7794,145.1224,0,9028.0,2016,11,27,6,47
2192,103,6016,3,0,1362000.0,1,179,13.9,3108.0,3.0,1.0,2.0,798.0,132.0,1960.0,15,-37.7894,145.1333,0,9028.0,2016,11,27,6,47
2193,103,11641,4,0,1810000.0,1,106,13.9,3108.0,4.0,2.0,4.0,769.0,240.0,1970.0,15,-37.7781,145.1337,0,9028.0,2016,5,28,5,21
2194,103,7848,3,0,826000.0,1,13,13.9,3108.0,3.0,1.0,4.0,192.0,278.0,2006.0,15,-37.7837,145.1027,0,9028.0,2016,8,28,6,34
2195,103,52,3,0,900000.0,1,16,13.9,3108.0,4.0,3.0,2.0,385.0,90.73513513513514,0.0,15,-37.7774,145.1205,0,9028.0,2016,8,28,6,34
2196,103,4153,3,1,888000.0,1,106,13.9,3108.0,3.0,2.0,1.0,192.0,156.98823529411766,0.0,15,-37.7942,145.1256,0,9028.0,2016,8,28,6,34
2197,108,10786,5,0,1901000.0,1,155,10.3,3084.0,3.0,2.0,2.0,963.0,225.0,1925.0,0,-37.7674,145.0518,0,1651.0,2016,9,10,5,36
2198,108,12191,4,0,1650000.0,4,146,10.3,3084.0,4.0,3.0,2.0,724.0,327.0,1940.0,0,-37.7594,145.0594,0,1651.0,2016,9,10,5,36
2199,108,6256,3,0,1816000.0,1,155,10.3,3084.0,3.0,1.0,2.0,846.0,180.0,1955.0,0,-37.7666,145.0591,0,1651.0,2016,11,12,5,45
2200,108,380,2,2,525000.0,1,146,10.3,3084.0,2.0,1.0,1.0,79.0,70.0,1970.0,0,-37.7612,145.0663,0,1651.0,2016,5,14,5,19
2201,108,11278,4,0,2050000.0,1,146,10.3,3084.0,4.0,3.0,2.0,723.0,290.0,1950.0,0,-37.7615,145.0705,0,1651.0,2016,10,15,5,41
2202,108,9585,5,0,1930000.0,1,146,10.3,3084.0,5.0,2.0,1.0,939.0,236.0,1930.0,0,-37.7659,145.0585,0,1651.0,2016,10,15,5,41
2203,108,5774,2,0,2850000.0,1,146,10.3,3084.0,2.0,1.0,1.0,1777.0,496.0156950199813,2007.0,0,-37.7676,145.0597,0,1651.0,2017,3,18,5,11
